Timestamp,Voltage,Current,Power,PositiveAh,NegativeAh,AhSeconds,AhHours
19-10-2021 17:56:15,10.4992,-251.7463,-2690.83,0.0000e+00,-1.1017e+01,155.5,0.043
19-10-2021 17:56:20,10.4992,-251.2718,-2686.45,0.0000e+00,-1.1374e+01,160.7,0.045
19-10-2021 17:56:26,10.5003,-250.9937,-2683.32,0.0000e+00,-1.1736e+01,165.8,0.046
19-10-2021 17:56:31,10.5003,-250.6337,-2678.94,0.0000e+00,-1.2099e+01,171.0,0.047
19-10-2021 17:56:36,10.4992,-250.2411,-2674.56,0.0000e+00,-1.2461e+01,176.2,0.049
19-10-2021 17:56:41,10.5003,-249.8975,-2670.19,0.0000e+00,-1.2822e+01,181.4,0.050
19-10-2021 17:56:46,10.5003,-249.4721,-2666.43,0.0000e+00,-1.3176e+01,186.5,0.052
19-10-2021 17:56:52,10.4992,-249.1613,-2661.43,0.0000e+00,-1.3535e+01,191.7,0.053
19-10-2021 17:56:57,10.4992,-248.6377,-2658.30,0.0000e+00,-1.3895e+01,196.9,0.055
19-10-2021 17:57:02,10.5003,-248.3268,-2655.17,0.0000e+00,-1.4253e+01,202.1,0.056
19-10-2021 17:57:07,10.4992,-247.9342,-2650.80,0.0000e+00,-1.4612e+01,207.3,0.058
19-10-2021 17:57:12,10.4992,-247.4924,-2646.42,0.0000e+00,-1.4963e+01,212.5,0.059
19-10-2021 17:57:17,10.5003,-247.1488,-2642.04,0.0000e+00,-1.5320e+01,217.6,0.060
19-10-2021 17:57:23,10.5003,-246.7725,-2638.29,0.0000e+00,-1.5677e+01,222.8,0.062
19-10-2021 17:57:28,10.5003,-246.5108,-2633.91,0.0000e+00,-1.6034e+01,228.0,0.063
19-10-2021 17:57:33,10.5003,-246.1836,-2630.78,0.0000e+00,-1.6389e+01,233.2,0.065
19-10-2021 17:57:38,10.5003,-245.8073,-2627.03,0.0000e+00,-1.6744e+01,238.4,0.066
19-10-2021 17:57:43,10.5003,-245.4637,-2622.65,0.0000e+00,-1.7099e+01,243.6,0.068
19-10-2021 17:57:49,10.5003,-245.0710,-2618.90,0.0000e+00,-1.7453e+01,248.8,0.069
19-10-2021 17:57:54,10.5003,-244.7274,-2615.77,0.0000e+00,-1.7807e+01,254.0,0.071
19-10-2021 17:57:59,10.5003,-244.4493,-2611.39,0.0000e+00,-1.8153e+01,259.2,0.072
19-10-2021 17:58:04,10.5003,-244.0076,-2607.64,0.0000e+00,-1.8505e+01,264.3,0.073
19-10-2021 17:58:09,10.4992,-243.6476,-2604.51,0.0000e+00,-1.8858e+01,269.5,0.075
19-10-2021 17:58:14,10.4992,-243.3531,-2599.51,0.0000e+00,-1.9210e+01,274.7,0.076
19-10-2021 17:58:20,10.5003,-242.9114,-2597.00,0.0000e+00,-1.9554e+01,279.9,0.078
19-10-2021 17:58:25,10.5003,-242.6005,-2593.25,0.0000e+00,-1.9905e+01,285.1,0.079
19-10-2021 17:58:30,10.5003,-242.3878,-2589.50,0.0000e+00,-2.0254e+01,290.3,0.081
19-10-2021 17:58:35,10.4992,-241.9297,-2585.75,0.0000e+00,-2.0604e+01,295.4,0.082
19-10-2021 17:58:40,10.4992,-241.5698,-2582.62,0.0000e+00,-2.0954e+01,300.6,0.084
19-10-2021 17:58:46,10.5003,-241.2917,-2577.61,0.0000e+00,-2.1302e+01,305.8,0.085
19-10-2021 17:58:51,10.5003,-240.9480,-2574.49,0.0000e+00,-2.1652e+01,311.0,0.086
19-10-2021 17:58:56,10.4992,-240.6372,-2571.36,0.0000e+00,-2.1999e+01,316.2,0.088
19-10-2021 17:59:01,10.4992,-240.2118,-2568.23,0.0000e+00,-2.2339e+01,321.4,0.089
19-10-2021 17:59:06,10.5003,-239.9010,-2564.48,0.0000e+00,-2.2686e+01,326.5,0.091
19-10-2021 17:59:12,10.4992,-239.5574,-2560.10,0.0000e+00,-2.3025e+01,331.6,0.092
19-10-2021 17:59:17,10.5003,-239.3283,-2557.60,0.0000e+00,-2.3372e+01,336.8,0.094
19-10-2021 17:59:22,10.5003,-238.9520,-2554.47,0.0000e+00,-2.3710e+01,341.9,0.095
19-10-2021 17:59:27,10.5003,-238.6411,-2551.34,0.0000e+00,-2.4049e+01,347.0,0.096
19-10-2021 17:59:32,10.5003,-238.2648,-2548.22,0.0000e+00,-2.4394e+01,352.2,0.098
19-10-2021 17:59:37,10.4992,-237.9867,-2543.84,0.0000e+00,-2.4731e+01,357.4,0.099
19-10-2021 17:59:42,10.4992,-237.6431,-2539.46,0.0000e+00,-2.5073e+01,362.6,0.101
19-10-2021 17:59:48,10.5003,-237.3323,-2536.33,0.0000e+00,-2.5416e+01,367.8,0.102
19-10-2021 17:59:53,10.5003,-237.0541,-2532.58,0.0000e+00,-2.5759e+01,372.9,0.104
19-10-2021 17:59:58,10.4992,-236.7596,-2530.08,0.0000e+00,-2.6102e+01,378.1,0.105
19-10-2021 18:00:03,10.4992,-236.3997,-2526.95,0.0000e+00,-2.6444e+01,383.3,0.106
19-10-2021 18:00:08,10.5003,-236.0889,-2522.57,0.0000e+00,-2.6785e+01,388.5,0.108
19-10-2021 18:00:14,10.5003,-235.7453,-2518.82,0.0000e+00,-2.7125e+01,393.7,0.109
19-10-2021 18:00:19,10.5003,-235.3853,-2515.69,0.0000e+00,-2.7465e+01,398.9,0.111
19-10-2021 18:00:24,10.5003,-235.1072,-2512.56,0.0000e+00,-2.7799e+01,404.1,0.112
19-10-2021 18:00:29,10.4992,-234.7963,-2510.06,0.0000e+00,-2.8137e+01,409.2,0.114
19-10-2021 18:00:34,10.4992,-234.5018,-2506.31,0.0000e+00,-2.8477e+01,414.4,0.115
19-10-2021 18:00:39,10.4992,-234.1910,-2501.93,0.0000e+00,-2.8815e+01,419.6,0.117
19-10-2021 18:00:45,10.4992,-233.8310,-2499.43,0.0000e+00,-2.9153e+01,424.8,0.118
19-10-2021 18:00:50,10.4992,-233.5202,-2496.30,0.0000e+00,-2.9485e+01,429.9,0.119
19-10-2021 18:00:55,10.4992,-233.2748,-2493.80,0.0000e+00,-2.9821e+01,435.1,0.121
19-10-2021 18:01:00,10.5003,-233.0948,-2489.42,0.0000e+00,-3.0158e+01,440.3,0.122
19-10-2021 18:01:05,10.4992,-232.6858,-2486.29,0.0000e+00,-3.0495e+01,445.5,0.124
19-10-2021 18:01:11,10.4992,-232.3913,-2482.54,0.0000e+00,-3.0829e+01,450.7,0.125
19-10-2021 18:01:16,10.5003,-232.0640,-2480.04,0.0000e+00,-3.1165e+01,455.9,0.127
19-10-2021 18:01:21,10.5003,-231.8023,-2476.91,0.0000e+00,-3.1500e+01,461.1,0.128
19-10-2021 18:01:26,10.4992,-231.4096,-2474.41,0.0000e+00,-3.1834e+01,466.3,0.130
19-10-2021 18:01:31,10.4992,-231.0988,-2470.66,0.0000e+00,-3.2169e+01,471.5,0.131
19-10-2021 18:01:36,10.4992,-230.8370,-2467.53,0.0000e+00,-3.2495e+01,476.6,0.132
19-10-2021 18:01:42,10.5003,-230.5752,-2463.15,0.0000e+00,-3.2828e+01,481.8,0.134
19-10-2021 18:01:47,10.4992,-230.2480,-2461.90,0.0000e+00,-3.3161e+01,487.1,0.135
19-10-2021 18:01:52,10.4992,-229.9371,-2458.77,0.0000e+00,-3.3495e+01,492.3,0.137
19-10-2021 18:01:57,10.4992,-229.7081,-2455.02,0.0000e+00,-3.3827e+01,497.4,0.138
19-10-2021 18:02:02,10.4992,-229.3645,-2451.89,0.0000e+00,-3.4158e+01,502.6,0.140
19-10-2021 18:02:08,10.4992,-229.0373,-2448.76,0.0000e+00,-3.4488e+01,507.8,0.141
19-10-2021 18:02:13,10.5003,-228.8900,-2445.64,0.0000e+00,-3.4821e+01,513.0,0.142
19-10-2021 18:02:18,10.5003,-228.6119,-2443.14,0.0000e+00,-3.5150e+01,518.2,0.144
19-10-2021 18:02:23,10.4992,-228.2847,-2439.38,0.0000e+00,-3.5475e+01,523.3,0.145
19-10-2021 18:02:28,10.5003,-227.9411,-2436.25,0.0000e+00,-3.5803e+01,528.5,0.147
19-10-2021 18:02:34,10.5003,-227.7120,-2432.50,0.0000e+00,-3.6131e+01,533.7,0.148
19-10-2021 18:02:39,10.4992,-227.4012,-2430.63,0.0000e+00,-3.6461e+01,538.9,0.150
19-10-2021 18:02:44,10.5003,-227.1230,-2427.50,0.0000e+00,-3.6784e+01,544.1,0.151
19-10-2021 18:02:49,10.4992,-226.8776,-2424.37,0.0000e+00,-3.7110e+01,549.2,0.153
19-10-2021 18:02:54,10.4992,-226.5013,-2421.24,0.0000e+00,-3.7439e+01,554.4,0.154
19-10-2021 18:02:59,10.4992,-226.3050,-2418.74,0.0000e+00,-3.7760e+01,559.6,0.155
19-10-2021 18:03:05,10.4992,-225.9777,-2416.24,0.0000e+00,-3.8085e+01,564.7,0.157
19-10-2021 18:03:10,10.4992,-225.6996,-2413.11,0.0000e+00,-3.8412e+01,569.9,0.158
19-10-2021 18:03:15,10.5003,-225.4542,-2409.98,0.0000e+00,-3.8738e+01,575.1,0.160
19-10-2021 18:03:20,10.5003,-225.2415,-2406.23,0.0000e+00,-3.9058e+01,580.3,0.161
19-10-2021 18:03:25,10.5003,-224.9634,-2403.10,0.0000e+00,-3.9383e+01,585.4,0.163
19-10-2021 18:03:30,10.4992,-224.5380,-2401.23,0.0000e+00,-3.9706e+01,590.6,0.164
19-10-2021 18:03:36,10.4992,-224.3417,-2397.47,0.0000e+00,-4.0030e+01,595.8,0.166
19-10-2021 18:03:41,10.5003,-224.0308,-2395.60,0.0000e+00,-4.0354e+01,601.0,0.167
19-10-2021 18:03:46,10.4992,-223.8345,-2391.85,0.0000e+00,-4.0671e+01,606.2,0.168
19-10-2021 18:03:51,10.4992,-223.5890,-2389.34,0.0000e+00,-4.0995e+01,611.4,0.170
19-10-2021 18:03:56,10.5003,-223.2946,-2386.22,0.0000e+00,-4.1317e+01,616.6,0.171
19-10-2021 18:04:02,10.5003,-223.0491,-2382.46,0.0000e+00,-4.1640e+01,621.7,0.173
19-10-2021 18:04:07,10.5003,-222.6892,-2381.21,0.0000e+00,-4.1961e+01,626.9,0.174
19-10-2021 18:04:12,10.5003,-222.5092,-2378.08,0.0000e+00,-4.2283e+01,632.1,0.176
19-10-2021 18:04:17,10.5003,-222.2475,-2374.33,0.0000e+00,-4.2604e+01,637.3,0.177
19-10-2021 18:04:22,10.5003,-221.9366,-2372.46,0.0000e+00,-4.2927e+01,642.5,0.178
19-10-2021 18:04:27,10.4992,-221.6094,-2369.33,0.0000e+00,-4.3240e+01,647.7,0.180
19-10-2021 18:04:33,10.4992,-221.3313,-2365.58,0.0000e+00,-4.3560e+01,652.8,0.181
19-10-2021 18:04:38,10.5003,-221.1840,-2363.07,0.0000e+00,-4.3872e+01,658.0,0.183
19-10-2021 18:04:43,10.4992,-220.8895,-2361.20,0.0000e+00,-4.4193e+01,663.2,0.184
19-10-2021 18:04:48,10.4992,-220.7095,-2358.69,0.0000e+00,-4.4511e+01,668.3,0.186
19-10-2021 18:04:53,10.5003,-220.3987,-2354.94,0.0000e+00,-4.4829e+01,673.5,0.187
19-10-2021 18:04:59,10.5003,-220.1042,-2351.81,0.0000e+00,-4.5143e+01,678.7,0.189
19-10-2021 18:05:04,10.4992,-219.7933,-2349.31,0.0000e+00,-4.5459e+01,683.8,0.190
19-10-2021 18:05:09,10.4992,-219.6134,-2346.19,0.0000e+00,-4.5775e+01,689.0,0.191
19-10-2021 18:05:14,10.5003,-219.3025,-2344.31,0.0000e+00,-4.6094e+01,694.2,0.193
19-10-2021 18:05:19,10.4992,-219.0407,-2341.18,0.0000e+00,-4.6403e+01,699.4,0.194
19-10-2021 18:05:24,10.5003,-218.7626,-2338.05,0.0000e+00,-4.6721e+01,704.5,0.196
19-10-2021 18:05:30,10.4992,-218.5008,-2335.55,0.0000e+00,-4.7035e+01,709.7,0.197
19-10-2021 18:05:35,10.4992,-218.2390,-2332.42,0.0000e+00,-4.7353e+01,714.9,0.199
19-10-2021 18:05:40,10.5003,-218.0754,-2329.92,0.0000e+00,-4.7666e+01,720.1,0.200
19-10-2021 18:05:45,10.5003,-217.7482,-2327.42,0.0000e+00,-4.7976e+01,725.2,0.201
19-10-2021 18:05:50,10.5003,-217.5355,-2324.29,0.0000e+00,-4.8291e+01,730.4,0.203
19-10-2021 18:05:55,10.4992,-217.1919,-2321.79,0.0000e+00,-4.8603e+01,735.6,0.204
19-10-2021 18:06:01,10.5003,-216.9792,-2318.66,0.0000e+00,-4.8918e+01,740.8,0.206
19-10-2021 18:06:06,10.4992,-216.7665,-2316.79,0.0000e+00,-4.9230e+01,746.0,0.207
19-10-2021 18:06:11,10.4992,-216.5048,-2314.29,0.0000e+00,-4.9537e+01,751.2,0.209
19-10-2021 18:06:16,10.5003,-216.3084,-2310.53,0.0000e+00,-4.9851e+01,756.3,0.210
19-10-2021 18:06:21,10.4992,-215.9976,-2307.41,0.0000e+00,-5.0164e+01,761.5,0.212
19-10-2021 18:06:26,10.4992,-215.7194,-2306.15,0.0000e+00,-5.0467e+01,766.7,0.213
19-10-2021 18:06:32,10.5003,-215.5067,-2303.65,0.0000e+00,-5.0779e+01,771.9,0.214
19-10-2021 18:06:37,10.4992,-215.2613,-2300.52,0.0000e+00,-5.1091e+01,777.1,0.216
19-10-2021 18:06:42,10.4992,-214.9996,-2298.02,0.0000e+00,-5.1406e+01,782.3,0.217
19-10-2021 18:06:47,10.4992,-214.7378,-2294.27,0.0000e+00,-5.1717e+01,787.5,0.219
19-10-2021 18:06:52,10.5003,-214.5251,-2291.77,0.0000e+00,-5.2021e+01,792.7,0.220
19-10-2021 18:06:58,10.5003,-214.1815,-2289.89,0.0000e+00,-5.2331e+01,797.8,0.222
19-10-2021 18:07:03,10.5003,-214.0834,-2287.39,0.0000e+00,-5.2641e+01,803.0,0.223
19-10-2021 18:07:08,10.5003,-213.7888,-2284.26,0.0000e+00,-5.2950e+01,808.2,0.225
19-10-2021 18:07:13,10.4992,-215.0159,-2298.02,0.0000e+00,-5.3259e+01,813.4,0.226
19-10-2021 18:07:18,10.4992,-211.9891,-2264.87,0.0000e+00,-5.3550e+01,818.5,0.227
19-10-2021 18:07:23,10.4992,-211.7764,-2263.62,0.0000e+00,-5.3851e+01,823.7,0.229
19-10-2021 18:07:29,10.5003,-211.6128,-2260.49,0.0000e+00,-5.4159e+01,828.9,0.230
19-10-2021 18:07:34,10.5003,-211.4492,-2259.24,0.0000e+00,-5.4462e+01,834.0,0.232
19-10-2021 18:07:39,10.5003,-211.2038,-2256.12,0.0000e+00,-5.4769e+01,839.2,0.233
19-10-2021 18:07:44,10.5003,-210.9748,-2254.24,0.0000e+00,-5.5065e+01,844.4,0.235
19-10-2021 18:07:49,10.5003,-210.6966,-2251.74,0.0000e+00,-5.5371e+01,849.5,0.236
19-10-2021 18:07:55,10.4992,-210.5003,-2249.24,0.0000e+00,-5.5676e+01,854.7,0.237
19-10-2021 18:08:00,10.4992,-210.2385,-2246.73,0.0000e+00,-5.5975e+01,859.8,0.239
