Timestamp,Voltage,Current,Power,Ah,AhSeconds,AhHours
15-10-2021 18:50:29,13.3179,0.0982,1.25,0.0000e+00,0.0,0.000
15-10-2021 18:50:35,14.3983,59.2594,861.91,4.2111e-02,5.1,0.001
15-10-2021 18:50:40,14.3995,52.1261,758.71,1.1910e-01,10.2,0.003
15-10-2021 18:50:45,14.3995,50.3918,733.07,1.9010e-01,15.3,0.004
15-10-2021 18:50:50,14.3983,49.3283,718.05,2.6205e-01,20.4,0.006
15-10-2021 18:50:55,14.3995,48.6412,708.05,3.3147e-01,25.5,0.007
15-10-2021 18:51:00,14.3995,48.1994,702.42,4.0006e-01,30.7,0.009
15-10-2021 18:51:05,14.3983,47.8722,696.16,4.6932e-01,35.8,0.010
15-10-2021 18:51:10,14.3983,47.5123,691.78,5.3684e-01,40.9,0.011
15-10-2021 18:51:15,14.3995,47.2014,687.41,6.0382e-01,46.0,0.013
15-10-2021 18:51:21,14.3983,46.9233,681.78,6.7176e-01,51.2,0.014
15-10-2021 18:51:26,14.3995,46.5633,678.65,7.3791e-01,56.3,0.016
15-10-2021 18:51:31,14.3995,46.3343,673.64,8.0388e-01,61.4,0.017
15-10-2021 18:51:36,14.3995,46.0561,671.77,8.7039e-01,66.6,0.019
15-10-2021 18:51:41,14.3983,45.8598,667.39,9.3561e-01,71.7,0.020
15-10-2021 18:51:46,14.3995,45.5653,663.01,1.0015e+00,76.9,0.021
15-10-2021 18:51:51,14.3983,45.3526,659.88,1.0661e+00,82.0,0.023
15-10-2021 18:51:57,14.3983,45.0745,655.51,1.1310e+00,87.2,0.024
15-10-2021 18:52:02,14.3995,44.8291,652.38,1.1947e+00,92.3,0.026
15-10-2021 18:52:07,14.3995,44.5509,649.25,1.2583e+00,97.5,0.027
15-10-2021 18:52:12,14.3995,44.3382,646.12,1.3222e+00,102.6,0.029
15-10-2021 18:52:17,14.3983,44.1419,643.00,1.3848e+00,107.8,0.030
15-10-2021 18:52:22,14.3983,43.9129,639.24,1.4486e+00,112.9,0.031
15-10-2021 18:52:27,14.3983,43.6838,635.49,1.5107e+00,118.0,0.033
15-10-2021 18:52:33,14.3983,43.4220,632.36,1.5736e+00,123.2,0.034
15-10-2021 18:52:38,14.3995,43.0948,628.61,1.6360e+00,128.4,0.036
15-10-2021 18:52:43,14.3983,42.8985,624.86,1.6980e+00,133.6,0.037
15-10-2021 18:52:48,14.3983,42.7349,621.73,1.7588e+00,138.7,0.039
15-10-2021 18:52:53,14.3995,42.4894,619.23,1.8192e+00,143.9,0.040
15-10-2021 18:52:58,14.3983,42.3095,616.10,1.8805e+00,149.0,0.041
15-10-2021 18:53:04,14.3995,42.1459,613.60,1.9413e+00,154.2,0.043
15-10-2021 18:53:09,14.3995,41.8514,609.85,2.0005e+00,159.4,0.044
15-10-2021 18:53:14,14.3995,41.6550,606.09,2.0612e+00,164.5,0.046
15-10-2021 18:53:19,14.3983,41.5078,604.22,2.1208e+00,169.7,0.047
15-10-2021 18:53:24,14.3983,41.2787,601.09,2.1795e+00,174.9,0.049
15-10-2021 18:53:29,14.3983,41.0988,598.59,2.2390e+00,180.0,0.050
15-10-2021 18:53:35,14.3995,40.8697,596.08,2.2982e+00,185.2,0.051
15-10-2021 18:53:40,14.3995,40.6243,592.33,2.3558e+00,190.4,0.053
15-10-2021 18:53:45,14.3995,40.4116,589.83,2.4142e+00,195.5,0.054
15-10-2021 18:53:50,14.3983,40.2807,586.08,2.4732e+00,200.7,0.056
15-10-2021 18:53:55,14.3983,40.0844,584.20,2.5297e+00,205.8,0.057
