Timestamp,Voltage,Current,Power,Ah,AhSeconds,AhHours
15-10-2021 18:48:40,13.4591,0.0982,1.25,0.0000e+00,0.0,0.000
15-10-2021 18:48:45,14.3983,55.9873,814.38,3.7424e-02,5.2,0.001
15-10-2021 18:48:50,14.3995,51.6679,753.71,1.1384e-01,10.3,0.003
15-10-2021 18:48:55,14.3995,-1.4070,-21.89,1.8646e-01,15.5,0.004
15-10-2021 18:49:01,13.7998,27.8955,389.05,2.2195e-01,20.6,0.006
15-10-2021 18:49:06,13.7998,28.7626,401.56,2.6289e-01,25.8,0.007
15-10-2021 18:49:11,13.7998,29.0571,405.31,3.0397e-01,30.9,0.009
15-10-2021 18:49:16,13.7998,29.2043,407.81,3.4533e-01,36.0,0.010
15-10-2021 18:49:21,13.7986,29.3189,409.07,3.8670e-01,41.2,0.011
